layers;3;6;7
Training Iteration: 100
Learning Rate: 0.05

Layer;Data;Train;Runtime  -  noise_dataset
141300;7967598;-665399;7443499
80999;1681300;-593998;1168301
68900;982100;-984000;67000
46601;1547900;-653900;940601
79900;817599;-740799;156700
116101;2756699;-781201;2091599
153599;830801;-1041600;-57200
76200;539300;-601799;13701
89399;747601;-719501;117499
75599;673301;-775000;-26100
63100;558299;-890798;-269399
42301;509599;-501502;50398
168401;614300;-625502;157199
152601;772000;-845299;79302
25101;682600;-890901;-183200
65300;544799;-1096401;-486302
71500;645099;-946200;-229601
50299;401201;-1195600;-744100
71700;420501;-1546801;-1054600
32500;399100;-1632600;-1201000

Mean
83570;1204584;-886440;401714
