layers;8;10;9
Training Iteration: 100
Learning Rate: 0.05

Layer;Data;Train;Runtime  -  noise_dataset
87800;154669700;17122900;171880400
82700;149703700;16377700;166164100
77800;153489200;16588700;170155700
82500;151013700;16915000;168011200
75400;147996200;17492800;165564400
94100;152658400;16325500;169078000
80600;149136500;16704900;165922000
81300;149041300;16808500;165931100
97900;147933000;17409100;165440000
78500;149880700;16672300;166631500
80700;149898000;16631400;166610100
69900;154803400;17843200;172716500
90100;151431300;17300100;168821500
76000;148623000;16765900;165464900
81900;152978900;16422700;169483500
95700;149092700;17593200;166781600
82100;149772800;17185000;167039900
93300;148500600;16461400;165055300
127200;151710500;17129400;168967100
81100;145802600;17167200;163050900

Mean
85830;150406810;16945845;167438485
