layers;3;6;8
Training Iteration: 100
Learning Rate: 0.05

Layer;Data;Train;Runtime  -  whole_dataset
16500;86500;1743300;1846300
10699;85900;1745901;1842500
7700;87900;1732201;1827801
7000;81500;1715400;1803900
6899;83500;1711401;1801800
6999;81301;1716601;1804901
6899;79800;1792700;1879399
11201;124799;1725500;1861500
7900;88900;1722900;1819700
7500;84100;1722600;1814200
6901;86299;1760500;1853700
6899;78600;1674300;1759799
6501;79800;1680800;1767101
7000;80600;1691299;1778899
6900;82400;1686800;1776100
6800;78300;1680899;1765999
7200;101501;1660999;1769700
6701;79299;1686000;1772000
6900;79601;1677500;1764001
6900;91500;1729400;1827800

Mean
7899;86105;1712850;1806855
