layers;3;3;2
Training Iteration: 100
Learning Rate: 0.05

Layer;Data;Train;Runtime  -  whole_dataset
27400;312101;987399;1326900
15800;212099;914201;1142100
15400;157300;909600;1082300
38900;137200;957300;1133400
31000;192100;1055100;1278200
12200;162700;1303400;1478300
10801;165199;1366300;1542300
10601;136299;1391100;1538000
37800;136301;1336099;1510200
10100;143300;1266700;1420100
9001;134199;1242800;1386000
29700;127000;1246800;1403500
10700;128700;1233699;1373099
9200;125100;1249099;1383399
8901;128999;1438800;1576700
16100;139700;1293199;1448999
8500;138600;1265500;1412600
8100;127501;1199099;1334700
8000;123000;1169500;1300500
13500;120700;1169500;1303700

Mean
16585;152404;1199759;1368749
