layers;3;6;8
Training Iteration: 100
Learning Rate: 0.05

Layer;Data;Train;Runtime  -  whole_dataset
36900;4431500;572100;5040500
43699;1324101;574999;1942799
35400;956700;570100;1562200
32801;926799;571301;1530901
34600;987900;559500;1582000
35099;968601;562200;1565900
33600;938699;565100;1537399
31501;984500;560300;1576301
32900;985800;562800;1581500
31899;995601;558700;1586200
33100;1017400;562800;1613300
32401;997600;556799;1586800
32300;1016800;559099;1608199
31600;1018599;562601;1612800
32500;1043999;559501;1636000
32899;1194501;573800;1801200
40801;4064299;572501;4677601
40801;1177900;569400;1788101
37501;1261699;575901;1875101
38300;905700;573200;1517200

Mean
35030;1359934;566135;1961100
