layers;3;3;2
Training Iteration: 100
Learning Rate: 0.05

Layer;Data;Train;Runtime  -  noise_dataset
61399;2974501;-528100;2507800
38500;1370100;-510099;898501
35699;877501;-523299;389901
30099;831199;-449798;411500
52699;721401;-525100;249000
32999;692000;-510499;214500
58200;826299;-512201;372298
32199;553000;-530898;54301
32099;651201;-514401;168899
41899;613001;-577999;76901
32801;522499;-572201;-16901
18199;653600;-554300;117499
70700;802700;-544599;328801
57900;749100;-487601;319399
57400;911700;-1693300;-724200
58600;711199;-358101;411698
43600;588399;-324499;307500
34099;584400;-408799;209700
29200;515600;-328900;215900
26000;546900;-288000;284900

Mean
42214;834815;-537134;339894
