layers;3;3;2
Training Iteration: 100
Learning Rate: 0.05

Layer;Data;Train;Runtime  -  whole_dataset
209400;1493499;-745700;957199
32399;1396102;-683902;744599
29601;1794100;-676800;1146901
10200;1885700;-732900;1163000
20299;1329701;-823700;526300
46900;2686700;-1068900;1664700
58199;1340101;-1141300;257000
39899;1258701;-1158300;140300
15000;1221799;-1105100;131699
36900;1218100;-1042000;213000
38999;1290600;-1008399;321200
33600;1515799;-837099;712300
60799;1704901;-943099;822601
44601;1369400;-1024500;389501
37899;1758201;-1069700;726400
125801;1907600;-924599;1108802
89000;1267099;-1052599;303500
45999;1244599;-998298;292300
39199;1726900;-965299;800800
43600;1622100;-953901;711799

Mean
52914;1551585;-947804;656695
