layers;3;6;8
Training Iteration: 100
Learning Rate: 0.05

Layer;Data;Train;Runtime  -  noise_dataset
42800;4245199;-599999;3688000
28100;356400;-619900;-235400
21201;358400;-599401;-219800
20900;352601;-587102;-213601
21101;925200;-621300;325001
21201;286499;-571799;-264099
20400;316700;-580998;-243898
20299;304700;-963299;-638300
49101;288499;-640801;-303201
22699;313902;-591600;-254999
26200;317498;-581899;-238201
22300;333601;-577401;-221500
21402;334600;-582100;-226098
22000;340300;-580400;-218100
22700;337700;-582300;-221900
22700;341500;-576000;-211800
22400;352100;-584299;-209799
21799;350101;-581200;-209300
24599;358600;-576499;-193300
25801;350399;-579100;-202900

Mean
24985;558224;-608869;-25659
