layers;3;6;8
Training Iteration: 100
Learning Rate: 0.05

Layer;Data;Train;Runtime  -  whole_dataset
20400;4345000;-1171200;3194200
33000;1238201;-1170902;100299
27700;868800;-1162101;-265601
25801;845299;-1144099;-272999
27701;904400;-1151901;-219800
28100;887300;-1154401;-239001
26701;858899;-1227600;-342000
20300;859701;-1165200;-285199
25000;896900;-1160100;-238200
24399;911501;-1163900;-228000
26199;931101;-1197700;-240400
25502;919000;-1117501;-172999
25799;937000;-1121701;-158902
24600;937999;-1128698;-166099
25600;961599;-1127299;-140100
26099;1116201;-1107099;35201
33601;3962798;-1088498;2907901
34100;1098601;-1116600;16101
30601;1182098;-1101599;111100
31400;814200;-1156200;-310600

Mean
27130;1273829;-1146714;154245
