layers;8;10;9
Training Iteration: 100
Learning Rate: 0.05

Layer;Data;Train;Runtime  -  whole_dataset
59700;447766400;34962700;482788800
99700;443885800;33754500;477740000
108300;439530100;32388700;472027100
90400;440513000;32963500;473566900
89500;440387200;31825200;472301900
109200;441888700;33280300;475278200
108900;437753800;33215200;471077900
96000;438027000;32282000;470405000
87400;438917300;33422000;472426700
83600;439971600;33908600;473963800
86800;440768600;33370200;474225600
79700;438839600;33689500;472608800
87000;436564900;33004900;469656800
117600;436074400;32331200;468523200
91700;438111000;32927300;471130000
82400;442850200;33000300;475932900
84500;441939200;33200100;475223800
100400;436840500;33233200;470174100
81600;440040100;33017100;473138800
100100;438965300;34001800;473067200

Mean
92225;439981735;33188915;473262875
